id,repos_id,owner,created_at,n_forks,n_stargazers,n_watchers,size,n_issues
100196309,67928192,CodeElements,2017-08-13T18:24:31Z,0,0,0,107935,0
100202720,17160410,danielplatt,2017-08-13T20:27:10Z,0,0,0,101343,0
100203373,9221446,boualimed,2017-08-13T20:40:35Z,0,0,0,101239,0
100206972,77549784,guerreroso,2017-08-13T21:57:27Z,0,0,0,80791,0
100207825,7405022,Anas3990,2017-08-13T22:16:59Z,0,0,0,101515,0
100209781,42714453,dominguezus,2017-08-13T23:03:50Z,0,0,0,109139,0
100212093,84267146,erlds,2017-08-14T00:03:16Z,0,0,0,62463,0
100213197,51211947,dayrobert,2017-08-14T00:30:57Z,0,0,0,115141,0
100215693,7232400,RedGuyyyy,2017-08-14T01:21:32Z,0,0,0,120226,0
100218678,84267146,francocamila,2017-08-14T02:06:59Z,0,0,0,62463,0
100222091,31185775,wpfme,2017-08-14T02:54:32Z,0,0,0,106623,0
100222343,83049940,dfyfhqs,2017-08-14T02:58:20Z,0,0,0,62934,0
100223740,13580663,smallzhang,2017-08-14T03:16:42Z,0,0,0,102236,0
100225316,10284124,moqiancong,2017-08-14T03:38:35Z,0,0,0,101162,0
10022724,10014717,isislovecruft,2013-05-13T02:03:59Z,0,0,0,28623,0
100227717,29716292,U29,2017-08-14T04:20:23Z,0,0,0,106832,0
100228142,37799274,bluetechy,2017-08-14T04:29:00Z,0,0,0,39971,0
100229858,66767411,wherego,2017-08-14T05:03:50Z,0,0,0,110139,0
100238957,57286490,lee6256,2017-08-14T07:11:15Z,0,0,0,107628,0
100243451,89782774,likeyu21,2017-08-14T08:07:28Z,0,0,0,29697,0
100244346,15550894,gaursagar,2017-08-14T08:18:31Z,0,0,0,99776,1
100244855,91649307,marketjob,2017-08-14T08:24:09Z,0,0,0,100051,0
100248350,33642201,manusw,2017-08-14T09:02:16Z,0,0,0,99848,0
100248557,92315847,mclark4386,2017-08-14T09:04:42Z,0,0,0,107296,0
100250719,6474647,vruge,2017-08-14T09:28:44Z,0,0,0,94725,0
100251987,33261270,ethertricity,2017-08-14T09:41:41Z,0,0,0,108620,7
100252517,55018634,wtflink,2017-08-14T09:47:32Z,0,0,0,25112,0
100259506,6474647,DailyActie,2017-08-14T11:18:01Z,0,0,0,94725,0
100263703,39373065,cafeu89,2017-08-14T12:11:12Z,0,0,0,92196,0
100265273,79160357,Struchgo,2017-08-14T12:30:21Z,0,0,0,96951,0
100266835,40891440,lalomarlin,2017-08-14T12:47:52Z,0,0,0,106863,0
100267413,64388724,BigBro2014,2017-08-14T12:54:12Z,0,0,0,100194,0
100267601,39373065,tfeuchtm,2017-08-14T12:56:36Z,0,1,1,92196,0
100272508,7877618,agentgill,2017-08-14T13:48:00Z,0,0,0,100611,0
100272938,39373065,polarbluebear,2017-08-14T13:52:03Z,0,0,0,92196,0
100276746,72583325,7h0ma5,2017-08-14T14:30:13Z,0,0,0,102413,0
100276893,91649307,kyocen,2017-08-14T14:31:39Z,0,0,0,100051,0
100280766,15550894,richardjgowers,2017-08-14T15:11:09Z,0,0,0,99751,0
100283117,77728903,pecanNBU,2017-08-14T15:36:21Z,0,0,0,107175,0
100284099,9062266,DanielleB-NI,2017-08-14T15:46:16Z,0,0,0,107047,0
100288527,14597988,ChefBrett,2017-08-14T16:38:17Z,0,0,0,101835,0
100298249,96248351,killinfidels,2017-08-14T18:36:04Z,0,0,0,12948,0
10030148,521835,necrophcodr,2013-05-13T11:24:52Z,0,0,0,107340,0
100302121,22808785,filajacek,2017-08-14T19:26:04Z,0,0,0,95825,0
100304741,15179408,mcarvalho,2017-08-14T20:00:24Z,0,0,0,107384,0
100309733,46604802,keenai,2017-08-14T21:09:23Z,0,0,0,104974,0
100311733,41793262,juancamilocampos,2017-08-14T21:42:10Z,0,0,0,77524,0
10031260,10014717,tzarskyz,2013-05-13T12:37:36Z,0,0,0,28623,0
100315903,96248351,Thesykan,2017-08-14T22:57:52Z,0,0,0,99030,0
100317372,39373065,gioshu,2017-08-14T23:20:31Z,0,0,0,92424,0
100321045,76898859,samarprit,2017-08-15T00:28:39Z,0,0,0,88493,0
100330686,89782774,jianweilin,2017-08-15T02:39:32Z,0,0,0,29697,0
100331444,7217575,lxq2537664558,2017-08-15T02:48:23Z,0,0,0,104561,0
100334649,364443,raghu999,2017-08-15T03:27:48Z,0,0,0,100038,0
10034031,5186601,isandunk,2013-05-13T14:56:22Z,0,0,0,76019,0
100341355,21585053,cez026,2017-08-15T05:19:34Z,0,0,0,101796,0
100342675,21779925,Fumetl,2017-08-15T05:40:51Z,0,0,0,102251,0
100342798,91649307,denghongdong,2017-08-15T05:42:45Z,0,0,0,100051,0
100343280,96389400,DrgonOuroboros,2017-08-15T05:49:43Z,0,0,0,101190,0
100345787,89087541,McDifference,2017-08-15T06:23:43Z,0,0,0,102745,0
100350975,20008432,guogongjun,2017-08-15T07:26:23Z,0,0,0,108683,0
100351104,6617845,liuxiaoqiang,2017-08-15T07:28:05Z,0,0,0,108616,0
100351858,3520927,ccqy66,2017-08-15T07:36:38Z,0,0,0,102308,0
100354179,55244899,keithorbit,2017-08-15T08:03:07Z,0,0,0,110025,0
100354283,42059805,markkknd,2017-08-15T08:04:22Z,0,0,0,105040,0
100355331,99332345,KarstenHopp,2017-08-15T08:16:39Z,0,0,0,11528,0
100356847,13861656,MNLR,2017-08-15T08:34:09Z,0,0,0,120047,0
100362451,94901929,jyryu3161,2017-08-15T09:37:11Z,0,0,0,108327,0
100363021,99332345,nphilipp,2017-08-15T09:43:33Z,0,0,0,14590,0
100363409,85432431,AljazJ,2017-08-15T09:48:01Z,0,0,0,103070,0
100369456,9957772,r14152,2017-08-15T11:09:58Z,0,0,0,100200,0
100369685,9171188,MikolayKorniat,2017-08-15T11:13:18Z,0,0,0,82499,0
100374891,87818108,skyvadya,2017-08-15T12:26:05Z,0,0,0,119475,0
100381494,73556228,38756478,2017-08-15T13:43:22Z,0,0,0,104965,0
100384094,39373065,fmerli,2017-08-15T14:10:18Z,0,0,0,92424,0
100386568,100282409,jpcampos24,2017-08-15T14:37:13Z,0,0,0,1102,0
100391000,41365799,martinbiel,2017-08-15T15:22:38Z,0,0,0,108588,0
100391648,11977871,kcantosh,2017-08-15T15:28:44Z,0,0,0,96438,0
100398416,58637252,SIXwishlist,2017-08-15T16:44:27Z,0,0,0,104092,0
100399260,75369258,r4ghu,2017-08-15T16:54:23Z,0,0,0,88509,0
100414759,13580663,AppSecAI-TEST,2017-08-15T20:01:48Z,0,0,0,102236,0
100418146,41313736,katieclaire,2017-08-15T20:47:53Z,0,0,0,100167,0
100419660,47170532,zihuawu,2017-08-15T21:09:55Z,0,0,0,102174,0
100420307,7217575,erriapo,2017-08-15T21:20:28Z,0,0,0,104561,0
100427542,34465642,wojus,2017-08-15T23:28:42Z,0,0,0,94409,0
100430063,58133471,goldmane,2017-08-16T00:18:40Z,0,0,0,88860,0
100432452,3645592,houcy,2017-08-16T01:00:34Z,0,0,0,107514,0
100440459,22958004,WickedHeroes,2017-08-16T02:46:26Z,0,0,0,102295,0
100443509,47368723,z576250965,2017-08-16T03:24:15Z,0,0,0,100257,0
100444554,5922221,michiell1,2017-08-16T03:38:06Z,0,0,0,109005,0
100446359,39979585,ansborisov,2017-08-16T04:04:52Z,0,0,0,120180,0
100449435,46604802,wawbz,2017-08-16T05:03:47Z,0,0,0,104974,0
100450119,96248351,johnhamilton,2017-08-16T05:14:43Z,0,0,0,62608,0
100453058,1392649,sanghyunJ,2017-08-16T05:58:15Z,0,0,0,109200,0
100453108,16479425,jameslin2014,2017-08-16T05:58:54Z,0,0,0,108062,0
100453591,6209952,fredsamhaak,2017-08-16T06:04:50Z,0,0,0,108780,0
100454404,17674807,zhuyehang001,2017-08-16T06:14:43Z,0,0,0,101618,0
100459946,84192120,ehion,2017-08-16T07:17:21Z,0,0,0,108535,0
100461115,47368723,maple-yang,2017-08-16T07:29:47Z,0,0,0,100257,0
100461239,23312496,nancyya,2017-08-16T07:31:14Z,0,0,0,107033,0
10047050,6066848,vigoos,2013-05-14T04:17:23Z,0,0,0,101250,0
100471603,93912218,liyaoyao903,2017-08-16T09:19:51Z,0,0,0,116687,0
100478780,89342747,CoSeCant-csc,2017-08-16T10:45:05Z,0,0,0,120350,0
100479819,524658,fdodino,2017-08-16T10:59:17Z,0,0,0,106604,0
100483073,85432431,gokul180288,2017-08-16T11:43:10Z,0,0,0,103070,0
10049384,9129466,cm42semc,2013-05-14T07:17:14Z,0,0,0,106715,0
100498027,52319036,florian-prd,2017-08-16T14:25:52Z,0,0,0,105429,0
100500035,8945476,nmChristian,2017-08-16T14:45:38Z,0,0,0,103149,0
100511110,77207633,roirrow,2017-08-16T16:39:01Z,0,0,0,98991,0
100516896,40011265,calvinpm,2017-08-16T17:48:47Z,0,0,0,96532,0
100519469,27507850,wxdublin,2017-08-16T18:20:15Z,0,0,0,100606,0
100523077,1407508,ha100,2017-08-16T19:03:37Z,0,0,0,101124,0
100523858,74820624,ChristophHaag,2017-08-16T19:13:26Z,0,0,0,103119,0
100527380,33476566,sylvainpolletvillard,2017-08-16T19:57:06Z,0,0,0,100379,0
100527721,84267146,ingridmiranda,2017-08-16T20:01:26Z,0,0,0,100223,0
100527738,84267146,Yasminstp,2017-08-16T20:01:40Z,0,0,0,100218,0
100528178,34465642,34486,2017-08-16T20:05:39Z,0,0,0,94443,0
100529324,21585053,kellyquek,2017-08-16T20:20:48Z,0,0,0,101799,0
100529969,2855356,mihien,2017-08-16T20:29:48Z,0,0,0,107496,0
100530629,66685716,RaizeTheLimit,2017-08-16T20:38:13Z,0,0,0,65244,0
100535150,95674289,rbunn80110,2017-08-16T21:43:25Z,0,0,0,89383,0
100538404,64104078,marangoni,2017-08-16T22:39:24Z,0,0,0,73806,0
100538419,12768048,treymorris,2017-08-16T22:39:38Z,0,0,0,100518,0
100539824,26177784,DouglasPearless,2017-08-16T23:04:09Z,0,0,0,108030,0
1005405,524658,fellix,2010-10-19T09:38:11Z,0,1,1,30959,0
100540985,77207633,trsudarshan,2017-08-16T23:26:24Z,0,0,0,98993,0
100545965,20270606,llenroc,2017-08-17T00:58:48Z,0,0,0,100374,0
100546662,96065169,famecoin,2017-08-17T01:09:58Z,0,0,0,50587,0
10055650,8518151,hadi77ir,2013-05-14T13:29:01Z,0,0,0,108464,0
100558827,98842990,gejiushishuai,2017-08-17T03:47:40Z,0,1,1,106737,0
100560235,13580663,thienan,2017-08-17T04:08:17Z,0,0,0,102236,0
100562916,21219871,dearEESTONE,2017-08-17T04:54:14Z,0,0,0,112629,0
100564204,80120461,ccarouge,2017-08-17T05:16:55Z,0,0,0,43092,0
100565768,7127452,Finic8,2017-08-17T05:41:28Z,0,0,0,2187,0
100567646,64792784,Zubair94,2017-08-17T06:07:37Z,0,0,0,85791,0
100569853,45082023,uvbs,2017-08-17T06:33:35Z,0,0,0,83130,0
100571979,97929726,iusky,2017-08-17T06:58:31Z,0,0,0,18382,0
100572299,27558747,yehaike,2017-08-17T07:02:10Z,0,0,0,105844,0
100575646,17585217,DirkRichter,2017-08-17T07:40:03Z,0,0,0,106841,0
100577975,76372751,xiaoerlaigeid,2017-08-17T08:04:03Z,0,0,0,106811,0
100581473,749137,baihui,2017-08-17T08:39:40Z,0,0,0,108142,0
100586132,37535695,EonKid,2017-08-17T09:25:56Z,0,0,0,83469,0
100586511,81787585,RyanFu,2017-08-17T09:29:51Z,0,0,0,110264,0
100586691,66630128,nibiwodong,2017-08-17T09:31:51Z,0,0,0,108907,0
100592152,67298271,jcbwlkr,2017-08-17T10:34:11Z,0,0,0,106926,0
100596366,37164499,prakasha4php,2017-08-17T11:29:14Z,0,0,0,94093,0
100597653,11117686,JeanKerr,2017-08-17T11:46:29Z,0,0,0,110215,0
100599108,2272409,Cwickniss,2017-08-17T12:04:23Z,0,0,0,101873,0
100599926,47372239,shijy07,2017-08-17T12:15:01Z,0,0,0,102209,0
100600505,20668562,ZhongXiaoBei,2017-08-17T12:22:15Z,0,0,0,108648,0
100601089,21779925,aqilmohd,2017-08-17T12:28:31Z,0,0,0,102251,0
100612692,83078753,crowcoder,2017-08-17T14:32:08Z,0,0,0,120298,0
100615741,4521463,redixhumayun,2017-08-17T15:01:33Z,0,1,1,104994,0
10062369,961733,FranklinCoop,2013-05-14T18:49:12Z,0,1,1,102596,3
100624039,15777788,sa2ajj,2017-08-17T16:29:18Z,0,0,0,116858,0
100627591,10487666,nnsc-data,2017-08-17T17:13:41Z,0,0,0,101565,0
100631676,42333798,westerjn,2017-08-17T18:06:32Z,0,0,0,99680,0
100634107,79240533,tranquiladies,2017-08-17T18:36:25Z,0,0,0,105287,0
100644309,16479425,chandanws,2017-08-17T20:50:51Z,0,0,0,108062,0
10064463,3490162,ThomasLengeling,2013-05-14T20:42:24Z,0,1,1,135895,0
100647757,14755576,NSimiyu,2017-08-17T21:46:03Z,0,0,0,100177,0
100656407,20008432,keyskull,2017-08-18T00:26:41Z,0,0,0,108683,0
100659105,16049776,ilbcj,2017-08-18T01:14:47Z,0,0,0,105579,0
100663523,49808517,githubhaikuang,2017-08-18T02:16:27Z,0,0,0,106837,0
100663922,95998531,bboomber,2017-08-18T02:21:32Z,0,0,0,39345,0
100670182,4521463,mjmccain52,2017-08-18T03:43:39Z,0,0,0,104991,0
100677288,23130865,liujiusheng,2017-08-18T05:47:21Z,0,0,0,100448,0
100678880,33870558,983045775,2017-08-18T06:09:21Z,0,0,0,103186,0
100684290,91649307,gewenpulan,2017-08-18T07:13:36Z,0,0,0,100051,0
100685040,97907290,upcyiban,2017-08-18T07:22:20Z,0,0,0,110165,0
100688986,21585053,qclian,2017-08-18T08:08:30Z,0,0,0,101808,0
100690408,76722732,HZ89,2017-08-18T08:24:34Z,0,0,0,103013,0
100690924,37378517,Alan-Baylis,2017-08-18T08:30:01Z,0,0,0,108816,0
100692217,42454540,defn,2017-08-18T08:44:37Z,0,0,0,86618,0
100692636,80980841,sunyuancun,2017-08-18T08:49:01Z,0,0,0,105605,0
100697771,91649307,xuanhan863,2017-08-18T09:45:19Z,0,0,0,100051,0
100697977,39035118,flug,2017-08-18T09:47:36Z,0,0,0,107199,0
100698137,1407508,DavidPesta,2017-08-18T09:49:17Z,0,0,0,101124,0
100698162,16413275,tectronics,2017-08-18T09:49:30Z,0,0,0,110087,0
100698850,15777788,lfauster,2017-08-18T09:56:38Z,0,0,0,116858,0
100702691,87818108,bkuschel,2017-08-18T10:44:10Z,0,0,0,119516,0
100703710,96529038,sigma-random,2017-08-18T10:59:09Z,0,0,0,105774,0
100708789,54365138,zimengyu1992,2017-08-18T12:14:21Z,0,0,0,101854,0
100712659,12959372,wesleybratko,2017-08-18T13:05:16Z,0,0,0,100190,0
100713469,61348259,bluetyson,2017-08-18T13:15:17Z,0,0,0,103085,0
100716904,6988727,hjy273,2017-08-18T13:54:17Z,0,0,0,103162,0
100721345,34128920,mmarasco1,2017-08-18T14:41:45Z,0,0,0,100757,0
100729939,15777788,3mdeb,2017-08-18T16:16:13Z,0,0,0,116891,0
100731349,38650535,4a256b6b3e7t3e8b7t9q7t,2017-08-18T16:34:10Z,0,0,0,103152,0
100733818,2272409,Farhannibal,2017-08-18T17:06:26Z,0,0,0,101873,0
100740086,80028499,PicksZ,2017-08-18T18:32:13Z,0,0,0,100302,0
100742262,88697672,YV3399,2017-08-18T19:03:29Z,0,0,0,109597,0
100743767,55018634,haxnpeter,2017-08-18T19:26:50Z,0,0,0,25112,0
100746350,72162474,v-radelg,2017-08-18T20:05:27Z,0,0,0,14035,0
100753117,23955915,hyunhwaj,2017-08-18T21:58:08Z,0,0,0,101548,0
100759137,77946141,yiyangnlp,2017-08-19T00:20:52Z,0,0,0,100777,0
100759468,6899773,kouweizhong,2017-08-19T00:28:44Z,0,0,0,100358,0
100765579,79160357,Renato-Garcia,2017-08-19T02:53:18Z,0,0,0,97004,0
100770058,51211947,pauloavelar,2017-08-19T04:34:30Z,0,0,0,118243,0
100777085,78745146,Farxial,2017-08-19T07:10:43Z,0,0,0,100988,0
100778144,37131940,mautui,2017-08-19T07:30:40Z,0,0,0,110389,0
100778919,45082023,ExtremeDevilz,2017-08-19T07:46:12Z,0,0,0,83589,0
100779738,64388724,ShenRen,2017-08-19T08:01:04Z,0,0,0,100194,0
100784897,33938173,parksejinn,2017-08-19T09:42:36Z,0,0,0,41679,0
100787051,76991101,prvn16,2017-08-19T10:24:53Z,0,0,0,108683,0
100792914,12567717,chen-lin,2017-08-19T12:29:46Z,0,0,0,103694,0
100794611,52396756,nokia6102,2017-08-19T13:02:47Z,0,0,0,105579,0
100796048,57286490,huanbin,2017-08-19T13:28:01Z,0,0,0,107628,0
100796156,64388724,LOVElovea,2017-08-19T13:30:05Z,0,0,0,100194,0
100798476,10014717,Nucleoos,2017-08-19T14:09:34Z,0,0,0,89104,0
100799580,23088989,radhikari54,2017-08-19T14:26:10Z,0,0,0,100479,0
100806847,96248351,Romaine,2017-08-19T16:27:58Z,0,0,0,100592,0
100807519,30442808,Spesser,2017-08-19T16:39:17Z,0,0,0,107172,0
100807955,94384919,Coderguy321,2017-08-19T16:46:56Z,0,0,0,102456,0
100808340,42806108,tsrinivas,2017-08-19T16:53:33Z,0,0,0,106940,0
100813448,84267146,lucasluanfga,2017-08-19T18:22:49Z,0,0,0,100219,0
100814387,34147361,digitaldrummerj,2017-08-19T18:41:33Z,0,0,0,107583,0
100823865,41836729,AngelLM,2017-08-19T22:05:33Z,0,0,0,55427,0
100831729,78538010,albertyou2,2017-08-20T01:46:19Z,0,0,0,107383,0
100832391,89087541,yun-li,2017-08-20T02:04:05Z,0,0,0,102745,0
100835091,29815410,robrainer,2017-08-20T03:13:38Z,0,0,0,90695,0
100835362,93287780,chetaofeng,2017-08-20T03:20:24Z,0,0,0,107734,0
100835997,5269722,fndxy,2017-08-20T03:34:37Z,0,0,0,100746,0
100851905,8165074,AlexTalker,2017-08-20T09:42:48Z,0,0,0,106327,0
100852452,21459753,nirabpudasaini,2017-08-20T09:54:06Z,0,0,0,108096,0
100856597,75105990,SpotLabsNET,2017-08-20T11:20:52Z,0,0,0,101717,0
100858088,96248351,AboveTS,2017-08-20T11:52:00Z,0,0,0,62776,0
100858110,85102983,SpotLabsNET,2017-08-20T11:52:18Z,0,0,0,101250,0
100860803,90623387,wangjianbao,2017-08-20T12:44:54Z,0,0,0,120220,0
100880368,40691886,haiderny,2017-08-20T18:18:18Z,0,0,0,110132,0
100881590,13580663,saqibrashed,2017-08-20T18:41:16Z,0,0,0,102236,0
100882993,37668421,sandy500045,2017-08-20T19:09:41Z,1,0,0,101367,0
100897645,42454540,denmat,2017-08-21T00:43:50Z,0,0,0,87237,0
100900504,97929726,bigbigx,2017-08-21T01:36:41Z,0,0,0,18382,0
100903353,41056562,baiyigali,2017-08-21T02:16:21Z,0,0,0,101640,0
100904903,49437734,qushe-me,2017-08-21T02:37:22Z,0,0,0,104938,0
100906351,48869687,mazhengguang,2017-08-21T02:56:48Z,0,0,0,109046,0
100906450,12236614,colinsongf,2017-08-21T02:58:03Z,0,0,0,101524,0
100913285,23130865,461353349,2017-08-21T04:45:47Z,0,0,0,100448,0
100913793,83078753,DAXaholic,2017-08-21T04:54:51Z,0,0,0,120304,0
100916193,61725497,EagleSmith,2017-08-21T05:36:53Z,0,0,0,91776,0
100918174,60449956,Zimuju,2017-08-21T06:03:52Z,0,0,0,100987,0
100920614,23130865,GhostLmm,2017-08-21T06:36:39Z,0,0,0,100448,0
100923912,1981821,mehulsbhatt,2017-08-21T07:15:18Z,0,0,0,90436,0
100928295,58711005,xzkutor,2017-08-21T08:03:07Z,0,0,0,61079,0
100928465,47526984,KumareshBabuNS,2017-08-21T08:04:57Z,0,0,0,102300,0
100928626,81988822,rdoume,2017-08-21T08:07:05Z,0,0,0,106964,0
100930178,76372751,xyt2008,2017-08-21T08:25:00Z,0,0,0,106811,0
100932644,55018634,chyx,2017-08-21T08:52:23Z,0,0,0,25125,0
100934560,54912542,bcorijn,2017-08-21T09:12:33Z,0,0,0,11765,0
100936488,749137,slovi,2017-08-21T09:33:37Z,0,0,0,108142,0
100938179,30084378,kamlatm,2017-08-21T09:51:01Z,0,0,0,100201,0
100947962,39373065,zhifengsun,2017-08-21T12:02:24Z,0,0,0,93058,0
100948564,41313736,weimingtom,2017-08-21T12:09:54Z,0,0,0,100167,0
100950284,23130865,sunboy166,2017-08-21T12:31:00Z,0,0,0,100448,0
100950873,30915634,saranshjain1,2017-08-21T12:38:04Z,0,0,0,105788,0
100951640,1374129,FauxFaux,2017-08-21T12:46:19Z,0,0,0,102774,0
100956671,17217530,MaraRinn,2017-08-21T13:46:46Z,0,0,0,108503,0
100958475,89087541,c1a1o1,2017-08-21T14:08:39Z,0,0,0,102745,0
100959334,89525218,ffabiorj,2017-08-21T14:20:14Z,0,0,0,17029,0
100959792,42985077,windyui,2017-08-21T14:24:39Z,0,0,0,106861,0
100963948,97830559,unsama,2017-08-21T15:04:19Z,0,1,1,105910,0
100977476,30331791,keyzeroc,2017-08-21T17:42:41Z,0,0,0,102324,0
100984455,32110415,abixadamj,2017-08-21T19:16:52Z,0,0,0,101027,0
100984795,15550894,xymaxim,2017-08-21T19:20:58Z,0,0,0,99835,0
100985260,16717141,EdCornejo,2017-08-21T19:26:28Z,0,0,0,100803,0
100987689,36085285,ititkings,2017-08-21T19:58:58Z,0,0,0,107649,0
100993326,23253028,talvik,2017-08-21T21:16:54Z,0,0,0,101545,0
100994192,45175795,Clevelus,2017-08-21T21:30:27Z,0,0,0,107593,0
100995813,67298271,meAbab,2017-08-21T21:57:28Z,0,0,0,106938,0
100996313,38813150,sdivad2,2017-08-21T22:05:16Z,0,0,0,100280,0
101001193,10139645,ashelley,2017-08-21T23:40:33Z,0,0,0,110226,0
101002511,6617845,labormedia,2017-08-22T00:08:35Z,0,0,0,108616,0
101004338,83049940,s-wiki,2017-08-22T00:43:14Z,0,0,0,62934,0
