projectID,authorID,dateID,n_additions,n_deletions,n_total
100339830,UCmylhyzG,2013-06-29T14:58:16Z,426,153,579
100339830,mylhyz,2016-05-05T08:52:20Z,90,101,191
100339830,thl5DmylhyzIe8,2017-04-12T13:54:25Z,136,99,235
100339830,p8Bsmylhyz,2017-09-27T21:38:19Z,151,1516,1667
100339830,IEmylhyzc1YcQ,2017-06-26T03:46:14Z,292,84,376
100339830,emylhyzT,2013-08-10T04:07:37Z,239,417,656
100339830,mylhyzOD,2016-01-09T22:39:13Z,45,123,168
100339830,0mylhyzL2gx,2016-09-06T06:52:58Z,4,8419,8423
100339830,SCbG2mylhyzCPDHO,2017-06-16T10:10:10Z,119,490,609
100339830,mylhyz1hzm,2017-02-17T00:41:40Z,78,1493,1571
100339830,pUVmylhyz,2016-08-15T13:03:38Z,194,145,339
100339830,kAEmylhyz,2017-12-03T11:13:25Z,153,10,163
100339830,FagImylhyz4KN,2012-04-24T01:25:35Z,1403,27,1430
100339830,1jZamylhyz,2014-12-15T07:47:08Z,391,568,959
100339830,H-Fmylhyz,2017-01-22T18:16:42Z,46,356,402
100339830,VkLbmylhyzCQ/yH,2017-11-19T22:36:14Z,36,481,517
100339830,tN755mylhyz,2013-07-01T07:41:59Z,136,439,575
100339830,b7dpKmylhyz,2017-09-28T03:17:03Z,29,101,130
100339830,m n80mylhyzdkt8,2017-09-09T17:16:00Z,49,127,176
100339830,uHmylhyzvPG,2017-08-23T04:32:20Z,95,8137,8232
100339830,CmylhyzOnf8r,2012-09-08T19:17:46Z,1528,152,1680
100339830,wYmylhyzs47LS,2016-09-19T04:11:45Z,1825,135,1960
100339830,BNmmylhyzhnN,2011-06-23T16:34:37Z,370,799,1169
100339830,mylhyzU,2017-03-18T22:12:55Z,471,97,568
100339830,mylhyzyXC8,2016-04-11T13:12:20Z,383,255,638
100339830,ParmylhyzV7Ooz,2015-03-13T01:43:07Z,65,496,561
100350388,sostdkj ,2017-12-11T10:21:09Z,1796,105,1901
100350388,EIboGsostdk2x,2017-06-26T13:45:16Z,155,437,592
10036212,jTDFrwebontY,2017-03-08T06:24:12Z,24,173,197
10036212,webontqil8r,2017-02-17T13:48:00Z,156,603,759
10036212,z28 webont,2017-11-14T09:08:23Z,91,180,271
10036212,8-8webont6lo_,2017-01-04T21:20:55Z,197,1083,1280
100369530,IDT-github188B,2015-03-16T00:45:32Z,90,68,158
100382754,XP5AianotherHarryGs4,2014-05-05T09:08:42Z,1140,2744,3884
100382754,5qanotherHarryp,2016-01-26T13:56:38Z,39,9,48
100405771,lQminineng6h,2015-02-01T23:57:09Z,82,28,110
100429281,r_vgADGEfficiencyWPO,2012-05-17T23:57:22Z,118,145,263
100447778, Maustinguo550JIBOn,2017-06-14T12:43:28Z,510,119,629
100471864,SdWMherozhoul,2017-10-03T21:55:13Z,6169,196,6365
100492575,6PAToutLeMondelQ,2011-04-28T13:57:48Z,364,75,439
100495544,mvidbergU1/zb,2016-10-09T19:23:49Z,951,158,1109
100496316,vain-onnellinen ,2017-01-14T17:26:32Z,707,467,1174
10050171,44zyslovelyLeC,2015-11-11T21:21:10Z,1018,157,1175
10050171,zmQzyslovelyOUyY,2014-11-27T21:20:21Z,7871,105,7976
100506083,BenJamesMetcalfPa,2017-01-08T05:50:35Z,28,67,95
1005174,jvcleave25k,2016-12-20T03:42:57Z,54,194,248
100537105,DYExzequielaIgH,2017-12-08T10:42:58Z,177,115,292
100537105,Exzequiel7Vq,2016-08-14T11:26:08Z,139,134,273
100537105,o55ZVExzequiel,2016-07-22T12:31:20Z,327,70,397
100554813,GMerajulVJ Ee,2017-03-15T02:46:28Z,64,352,416
100565940,22wiamzkenq,2017-02-19T22:36:24Z,155,47,202
100575664,fhstp7l/v,2015-08-17T14:32:01Z,227,186,413
100579104,nCookieCookson,2016-10-18T15:17:06Z,231,178,409
100579104,bGz5CookieCookson,2016-09-30T08:27:01Z,825,335,1160
100579104,RCRWCookieCooksonROad,2017-12-11T19:35:32Z,107,45,152
100579104,fCookieCookson,2017-07-14T17:05:28Z,3157,213,3370
100579104,r2mKOCookieCookson,2016-12-11T21:20:00Z,175,29,204
100579104,yn98CookieCookson,2012-10-09T08:22:08Z,74,152,226
100589218,6gsygsygsyd,2015-01-25T03:38:19Z,171,95,266
100589340,MbbmindtreepBK,2017-12-20T05:18:42Z,133,1166,1299
100589340,kYnmbbmindtree,2017-02-23T08:32:06Z,165,1116,1281
100591803,JimmieKJt,2017-09-26T16:15:11Z,1922,1092,3014
100594123,LogJosh_1 ,2015-02-03T13:35:28Z,493,129,622
100595985,mtiaistianingsih,2015-04-23T20:36:45Z,283,17,300
100606608,d1RuAgoraBeckU,2017-10-10T07:05:36Z,150,168,318
100608681,Vm4eTheBobupE,2008-04-27T12:15:01Z,112,468,580
100654918,hfryanb082_jlWg,2016-12-26T20:57:55Z,432,450,882
100658915,DoYrespeaker4Mkp,2017-12-05T18:17:52Z,24,1457,1481
100711614,OxBCLtrakiladevB3,2015-05-20T11:06:10Z,1111,953,2064
100711614,trakiladevN,2017-10-16T21:10:27Z,287,144,431
100711614,trakiladevP,2012-08-17T20:22:07Z,43,934,977
100711614,QtrakiladevB2,2015-06-26T16:05:44Z,10,8,18
100733041,blHanaeYuuma3u,2017-07-07T20:41:18Z,80,93,173
100748091,ICMC-Geracao-de-malhas,2015-10-06T18:22:05Z,70,13,83
100748091,ICMC-Geracao-de-malhasr6,2015-09-30T08:45:45Z,1977,29,2006
100748091,pICMC-Geracao-de-malhas,2015-04-16T03:28:33Z,261,10,271
100748091,wqKICMC-Geracao-de-malhasGWAd,2017-10-20T12:34:02Z,461,442,903
100748091,hICMC-Geracao-de-malhasF/z,2017-01-25T03:52:35Z,449,286,735
100748091,8Bq1ICMC-Geracao-de-malhas,2015-08-27T18:40:54Z,5721,341,6062
100748091,BV0diICMC-Geracao-de-malhasbLM,2017-07-18T12:02:43Z,467,93,560
100748091,kICMC-Geracao-de-malhasBup,2015-08-13T14:26:46Z,173,120,293
100748091,y/v0ICMC-Geracao-de-malhasEC,2017-03-20T09:41:29Z,426,70,496
100748091,u4E3ICMC-Geracao-de-malhasj,2017-08-26T07:02:54Z,1956,51,2007
100748091,3RICMC-Geracao-de-malhasKW,2017-05-14T04:59:34Z,1790,160,1950
100748091,UE44IICMC-Geracao-de-malhas,2017-11-17T06:33:27Z,99,7,106
100748091,cQICMC-Geracao-de-malhas,2017-04-04T17:38:46Z,67,83,150
100755646,bSW5EndParentheses,2016-01-01T10:15:37Z,87,176,263
100774653,5ejwhiletruelearn1,2017-03-06T02:03:52Z,741,172,913
100774653,jwhiletruelearnvgyu,2017-12-08T02:50:44Z,280,161,441
100774653,uJ6nwhiletruelearn3CD,2015-08-03T06:54:59Z,338,382,720
100812760,y/pontuslaestadius,2017-02-08T20:22:51Z,145,336,481
100812760,kpontuslaestadiuss,2012-06-09T13:54:22Z,163,78,241
100823112,KibiiTVHc,2016-09-05T23:03:51Z,144,41,185
100823112,KibiiTVXhQ,2017-10-27T09:07:21Z,5,773,778
100832458,juinjettXpR,2016-03-25T04:56:14Z,5868,8575,14443
100832458,rMjuinjett,2016-09-18T18:25:21Z,194,339,533
100832458,YXnWjuinjettNh2,2012-09-03T19:14:50Z,714,142,856
100832458,gGQ2juinjettulj,2017-12-15T06:12:46Z,2335,120,2455
100840738,u9N_james-hadoopZ,2017-11-13T11:11:55Z,120,30,150
100848423,FBeatyFischnH,2016-07-26T18:25:18Z,303,243,546
100850540,Pvig3tayyebiD,2015-01-26T00:21:00Z,356,404,760
100850865,hFerrousLabsz1N,2016-06-14T23:17:36Z,36,1,37
100863298,Ashk4nX,2010-11-20T13:13:15Z,710,19,729
100867683,i_p5jiyingqiCAB,2017-04-05T16:48:40Z,7262,348,7610
100874480,05Sgbatbucket1,2014-07-05T07:46:11Z,86,96,182
100874480,_kbatbucketKo,2017-11-22T09:08:29Z,862,24,886
100887024,cooperrcHN0Oj,2017-06-26T15:39:44Z,129,197,326
100894216,1malanoMartins8b7v,2017-11-10T07:39:42Z,235,386,621
100915101,d8Inmmadhankumar028TEan,2016-03-03T08:19:18Z,227,86,313
100931736,dBvalgamza/c7,2017-05-29T17:07:43Z,211,3,214
100959888,chemingyang05263Cadl,2014-07-11T08:03:56Z,195,204,399
100981437,HIBDViniPessoa8-,2017-11-25T07:58:48Z,1063,318,1381
100989930,lgkru,2017-03-13T14:50:30Z,126,172,298
100989930, 4TlgkruRK,2014-12-16T05:45:00Z,5927,193,6120
100989930,ptdlgkruV,2017-06-10T22:16:59Z,191,337,528
100989930,_uTlgkruTv,2017-10-09T12:24:56Z,165,349,514
100989930,ElgkrurZ,2017-04-16T11:23:02Z,23,20,43
100989930,lgkruJ,2013-03-03T23:40:00Z,661,217,878
100989930,lgkruZiNf,2017-09-20T18:17:35Z,1574,170,1744
100989930,cUlgkru,2017-09-03T19:16:38Z,129,7,136
100989930,G6kyNlgkru aq02,2015-12-02T15:39:09Z,2238,915,3153
100989930,-Xlgkru,2016-03-21T16:46:15Z,105,402,507
100989930,MLlgkru0l,2017-05-12T01:30:03Z,797,6253,7050
100989930,W5pplgkruKlXqy,2017-09-29T15:59:55Z,1614,145,1759
100989930,lgkru9,2017-02-03T10:32:58Z,328,124,452
100989930,lgkru_1,2016-07-27T21:43:15Z,217,1893,2110
100989930,lgkru8aMF3,2014-12-13T12:01:19Z,168,373,541
100989930,osnSQlgkruiIoB,2017-10-18T19:45:14Z,41,232,273
100989930,bdFNGlgkru,2017-04-08T18:56:09Z,449,103,552
100989930,kv8lgkru9m/,2016-06-23T20:25:27Z,1834,190,2024
100989930,3lgkruAT,2012-12-09T21:49:00Z,94,177,271
100989930,vlgkru,2016-08-22T05:56:46Z,63,11,74
100989930,lgkruVMRD,2015-04-22T03:43:20Z,291,3635,3926
100989930,klgkruQg,2014-10-23T16:34:22Z,72,128,200
100989930,m5lgkrurkw,2015-08-06T17:19:04Z,1577,79,1656
100989930,lgkru,2015-06-05T18:09:54Z,236,37,273
100989930, ylgkru,2017-06-20T12:46:18Z,43,487,530
100997852,marcbordoyfs,2014-11-22T11:09:15Z,109,86,195
101006881,YkmvTunaSurf4x,2014-04-08T08:19:26Z,1665,8,1673
101007588,vincentlaucsbZ6,2017-08-20T19:09:22Z,0,193,193
101014252,pDRrgsgimaneo,2017-03-30T00:46:00Z,142,619,761
101020871,Eq1HfzhuangboaY,2017-01-30T05:25:17Z,124,91,215
1010432,V7p/9danmarsdeni,2017-08-11T22:55:26Z,63,98,161
1010432,danmarsden/,2016-12-06T11:43:42Z,55,1644,1699
1010432,GKtpdanmarsden,2016-11-11T11:05:00Z,27,65,92
1010432,Ggdanmarsden,2017-11-04T13:19:32Z,976,12,988
1010432,mWGN5danmarsdenrn,2016-07-15T17:16:53Z,55,309,364
1010432,UIWk9danmarsdenUUd9,2016-03-04T23:18:50Z,293,208,501
1010432,9 L4danmarsdenW533,2010-03-05T22:17:54Z,327,142,469
1010432,vadanmarsden3ldse,2016-11-13T07:14:32Z,177,9225,9402
1010432,danmarsdeniSH,2014-03-06T17:43:00Z,85,1697,1782
1010432,uXdanmarsdenYmLA,2016-03-11T00:03:43Z,578,404,982
1010432,LEdanmarsden,2017-05-11T14:22:15Z,243,186,429
1010432,0il9danmarsdenReAh,2017-04-27T19:46:41Z,38,53,91
1010432,ydanmarsden,2017-09-08T09:28:51Z,109,302,411
1010432,CFdanmarsdenZ,2015-02-08T02:06:19Z,360,70,430
1010432,phdanmarsden3SRL,2013-02-12T19:02:39Z,398,44,442
1010432,Hl-bidanmarsden-InE,2017-12-20T21:57:05Z,367,1,368
1010432,rdanmarsden6n,2017-11-20T01:55:40Z,191,87,278
1010432,kEvddanmarsdenDoy7,2012-04-10T04:25:05Z,275,42,317
1010432,E6danmarsdenY,2017-11-30T17:45:42Z,219,109,328
1010432,danmarsdenh,2016-06-23T21:23:18Z,129,85,214
1010432,8danmarsdeny,2016-11-23T09:45:40Z,454,396,850
1010432,u0e2danmarsden 8,2013-03-04T15:22:38Z,1310,212,1522
1010432,danmarsden9ls,2015-11-22T08:41:24Z,102,110,212
1010432,danmarsdenx1l,2017-01-17T17:24:14Z,213,1879,2092
1010432, F5udanmarsdenkG,2016-10-27T17:18:06Z,370,285,655
1010432,PrdanmarsdenTJn,2016-10-28T02:41:39Z,274,364,638
1010432,p3danmarsden5/r,2017-07-14T03:01:52Z,188,67,255
1010432,t1BFdanmarsden2jm8,2017-08-09T15:31:35Z,74,10,84
1010432,L5j4FdanmarsdenK TvK,2015-12-17T12:32:02Z,312,4160,4472
1010432,l danmarsdenygg-,2014-04-23T13:08:53Z,314,110,424
101053201,oJejuExperditionFp3,2017-08-17T16:24:59Z,113,563,676
101053201,JejuExperditionn6oG3,2013-04-04T07:13:20Z,323,19,342
101063023,vibarrionuevol,2016-07-12T09:05:23Z,123,764,887
101063023,5ibarrionuevooYB,2016-05-01T12:18:58Z,352,5762,6114
101063023,G-sHibarrionuevo5,2017-05-09T16:08:36Z,310,186,496
101063023,WdBibarrionuevooFOlf,2016-07-19T22:24:03Z,1478,335,1813
101063023,WLwibarrionuevo4N,2013-03-24T13:07:33Z,116,47,163
101082683,martingitehiSE5,2016-05-22T10:48:57Z,1120,78,1198
101082797,kbILugosFingiteNM,2011-07-08T04:49:19Z,26,55,81
101082797,p6-PTLugosFingiteIdg,2016-11-26T12:20:14Z,255,187,442
101085888,M861jC0rruptFate,2017-12-08T00:55:53Z,1566,124,1690
101085888,C0rruptFate,2017-07-23T05:21:55Z,87,158,245
101085888,96XzzC0rruptFatey_r 4,2013-03-28T03:19:29Z,121,179,300
101085888,1NkC0rruptFatepRgVs,2012-07-05T12:53:59Z,1455,136,1591
101085888,3C0rruptFatew8P,2015-10-17T08:02:41Z,227,122,349
101085888,9IgCC0rruptFateiu3,2014-06-22T22:52:18Z,320,135,455
101092036,usnistgov,2017-08-07T12:58:49Z,174,1805,1979
101092036,laqIusnistgovmxqXK,2017-01-18T01:03:54Z,122,7,129
101092036,9GDAusnistgovLt,2016-08-29T20:10:10Z,96,1139,1235
101092036,-usnistgovB0_,2014-09-12T22:06:19Z,108,190,298
101107080,antonyantonyz_/,2017-01-31T10:02:15Z,162,1891,2053
101107080,gL4Rantonyantony,2017-12-05T03:10:58Z,59,448,507
101107080,0antonyantonywgAc,2015-03-04T10:41:35Z,399,5595,5994
101107080,GgAantonyantony7,2017-10-19T05:23:08Z,21,81,102
101107080,j9Nantonyantony,2015-01-29T09:37:58Z,72,936,1008
101107080,antonyantony2,2017-06-30T17:19:40Z,96,178,274
101107080,B antonyantony,2017-08-29T09:50:03Z,23,68,91
101107080,XNcantonyantony_,2012-04-14T05:26:40Z,340,148,488
101107080,uPantonyantonySukJD,2011-07-24T20:44:30Z,397,152,549
101107080,TWRMantonyantonyp8Zl4,2009-10-28T18:25:37Z,301,483,784
101107080,p rU0antonyantonyPR85c,2015-12-13T00:17:59Z,42,287,329
101107080,05vantonyantonyB,2011-08-19T20:19:09Z,34,56,90
101107080,antonyantonygtY9,2016-03-16T20:40:40Z,14,229,243
101107080,4antonyantonyxZRo,2014-09-17T16:59:11Z,81,60,141
101107080,antonyantonyV7,2016-09-18T12:30:30Z,8,135,143
101107080,iohantonyantonylI5nK,2016-05-11T12:45:11Z,5297,27,5324
101107080,Bsantonyantony/6,2016-12-06T16:29:53Z,78,130,208
101107080,antonyantonyLDra,2017-06-23T07:16:59Z,465,94,559
101107080,1YAXjantonyantonyn7Q,2013-04-24T14:57:21Z,1559,126,1685
101107080,PHIantonyantonyv,2013-05-11T20:47:33Z,81,47,128
101107080,m1antonyantony8Yjz,2014-09-19T03:05:00Z,375,356,731
101107080,HqGantonyantonyZd6uZ,2016-06-15T12:55:33Z,430,230,660
101107080,R2Aantonyantony,2016-04-05T05:50:08Z,1176,108,1284
101107080,antonyantonyEq7X,2017-06-21T03:23:02Z,150,76,226
101107080,fantonyantony,2015-01-09T00:35:48Z,271,49,320
101107080,a1antonyantonyFpQqp,2017-12-07T08:31:57Z,137,384,521
101107080,T7IRantonyantonyJhLe,2017-10-04T14:50:23Z,129,253,382
101107080,9santonyantonyT,2016-08-18T23:06:30Z,747,44,791
101107080,KM/bantonyantonyNfI,2017-09-26T17:09:13Z,2,11,13
101107080,VhxbuantonyantonyX,2017-03-03T15:58:21Z,36,61,97
101131903,mIKDishWasherzR,2016-07-22T13:34:52Z,109,416,525
101145293,ThomasBusenkell9t,2017-12-22T03:59:19Z,128,129,257
101145293,FThomasBusenkell,2017-07-06T16:05:22Z,7458,1260,8718
101145293,3TThomasBusenkell ouy,2011-11-23T14:21:42Z,1836,106,1942
101145293,AThomasBusenkellm8,2014-12-20T12:29:04Z,43,115,158
101145293,0ZtThomasBusenkellk,2017-01-10T15:54:01Z,1885,8612,10497
101145293,AUoThomasBusenkellbAA,2013-09-28T15:59:51Z,107,165,272
101145293,Gm2bThomasBusenkellb13,2015-12-08T01:35:11Z,1443,132,1575
101145293,HZqAcThomasBusenkelluwyr3,2014-03-02T23:15:00Z,2847,4,2851
101145293,ThomasBusenkell,2017-03-21T09:29:48Z,7112,324,7436
101145293,ThomasBusenkell,2016-02-29T03:39:51Z,196,186,382
101145293,61ThomasBusenkell,2017-04-05T17:50:46Z,84,1759,1843
101145293,ThomasBusenkellPX,2016-12-09T16:50:42Z,18,162,180
101145293,k2xhThomasBusenkellDn,2014-12-09T15:43:52Z,284,23,307
101145293,aThomasBusenkell,2017-09-15T03:04:57Z,1570,1642,3212
101145293,Ib-ThomasBusenkellP,2017-04-30T21:29:40Z,42,35,77
101145293, PThomasBusenkell,2017-12-19T02:09:30Z,193,327,520
101145293,gcThomasBusenkell5,2017-12-22T16:23:04Z,59,137,196
101149012,/oehzThomasBusenkell,2015-06-02T03:29:53Z,164,30,194
101149012,m0vThomasBusenkellt,2016-03-16T05:16:20Z,700,126,826
101149012,fu2wThomasBusenkell0y,2017-10-04T17:49:38Z,145,609,754
101149012,929ThomasBusenkellpsP,2016-10-05T06:44:35Z,1653,115,1768
101149012,pThomasBusenkelllO,2016-09-29T12:26:54Z,442,548,990
101149012,ZThomasBusenkell6,2014-06-25T16:28:06Z,389,173,562
101149012,ThomasBusenkelli9,2017-08-10T09:35:43Z,112,473,585
101149012,PTThomasBusenkell9D7,2017-12-16T04:49:52Z,180,106,286
101149012,MBTThomasBusenkell,2010-06-15T09:55:01Z,105,168,273
101149012,uNyTThomasBusenkell7Nh,2017-06-20T10:42:55Z,717,131,848
101149012,ThomasBusenkellYC3g,2017-03-28T17:34:34Z,113,99,212
101149012,aK4aIThomasBusenkellyU /,2017-11-13T05:32:58Z,1156,697,1853
101149012,8 KKKThomasBusenkellzxWfa,2015-05-05T17:40:40Z,232,136,368
101149012, 4nwLThomasBusenkellaCSyA,2016-02-24T20:41:20Z,1,266,267
101149012,mThomasBusenkellzrQLq,2011-11-05T07:49:10Z,34,190,224
101149012,D4QThomasBusenkell6nHN,2017-01-23T14:05:57Z,447,112,559
101149012,hThomasBusenkell7gPj,2016-12-24T02:02:09Z,435,33,468
101159559,mhyc666Gs,2017-01-28T18:06:42Z,118,6327,6445
101168798,MEOWMEOW114,2017-12-14T21:05:30Z,412,839,1251
101195298, Lorea-AldabaldetrekuRG,2016-05-19T14:11:56Z,17,79,96
101241182,codeDeposit,2015-12-18T04:37:24Z,121,150,271
101250139,210843013/TY,2017-12-05T05:45:24Z,456,180,636
101250842,KXUeNdarshanbagul,2015-11-21T00:05:11Z,484,107,591
101300013,XNOVoscarechobravo,2016-01-07T01:33:46Z,6281,161,6442
101308961,mOHDSI0ir,2017-04-26T00:59:57Z,264,182,446
101308961,yCmOHDSI,2016-05-13T19:40:53Z,67,279,346
101308961,Er1JgOHDSI,2014-06-09T16:05:49Z,19,124,143
101308961,2HIB4OHDSIfdqd,2017-12-09T16:00:38Z,77,470,547
101308961,OHDSI8i,2016-04-16T13:56:02Z,105,254,359
101308961,TgkzYOHDSIEHnCK,2016-09-19T03:36:46Z,465,52,517
101315948,uDWIarxpw2,2016-10-31T20:29:50Z,36,306,342
101334697,k5lThierrySansS,2017-11-28T13:29:51Z,10,3,13
101334697,OThierrySansbZ,2016-09-03T09:37:38Z,2,62,64
101334697,eQ6ThierrySans,2015-05-12T01:30:25Z,182,173,355
10134003,yp/ofileformat96CTa,2017-09-05T22:55:26Z,355,3445,3800
101356782,_B7LAastaNVteNUg,2015-09-24T15:29:38Z,895,1579,2474
101369083,OFwxiaoyutingc,2014-12-16T20:16:06Z,346,68,414
10139645,Nscanberg,2016-10-19T17:14:19Z,173,130,303
101397250,SfbitfallsNOI,2015-09-16T13:24:47Z,18,27,45
101397250,bitfalls,2017-10-30T03:23:50Z,1606,1440,3046
101397250,ObitfallsL,2010-03-26T08:09:13Z,16,752,768
101397250,4Hbitfalls8XF,2016-04-04T23:33:37Z,1920,119,2039
101397250,MS/-bitfalls,2016-08-29T20:07:45Z,365,236,601
101397250,LbitfallsQp4R,2015-04-21T14:45:33Z,190,19,209
101399935,Tqa8wzalandoresearch,2013-09-18T17:37:54Z,1943,7,1950
101399935,zalandoresearchn2du,2016-12-03T21:18:31Z,329,190,519
101399935,K7yzalandoresearchohf19,2017-01-22T01:28:37Z,275,54,329
101399935,I 7q9zalandoresearchK,2017-08-07T02:40:21Z,313,196,509
101454347,KjJliguohua-bigdataT,2015-03-30T00:02:02Z,35,133,168
1014616,GarthDBhRI,2017-03-12T22:27:02Z,154,125,279
101465950,AlexMidjich,2016-07-22T10:21:46Z,1299,645,1944
10146783,GjenkinsciJ,2016-01-31T03:12:10Z,347,80,427
10146783,jenkinsciLb,2012-04-10T12:04:35Z,535,10,545
101470934,APJbluemoon93,2017-10-22T23:24:32Z,616,69,685
101470934,Pbluemoon93q n,2012-05-06T06:38:57Z,737,15,752
101470934,bluemoon93L,2013-05-28T10:53:22Z,1819,245,2064
101476664,vemock090,2017-07-12T08:53:47Z,143,96,239
101495626,VsuXgBlueCutOfficialZ B2,2017-05-09T06:45:29Z,284,217,501
101495626,BlueCutOfficial,2015-11-21T01:32:35Z,81,305,386
101517574,vCtutomasfernandezmkyT1,2017-08-07T10:29:58Z,78,170,248
101532172,GxiaohuobandexiaojirougS_ ,2011-07-14T11:38:45Z,366,130,496
101550871,Tm0Datenschule1uD,2016-04-19T05:06:54Z,165,59,224
101559149,CaronthirIaq,2016-12-10T18:58:31Z,1574,434,2008
101559149,-MWCaronthirE_t8,2017-10-24T12:27:41Z,71,336,407
101559149,/9-1Caronthiri,2016-11-03T07:16:10Z,16,189,205
101560889,ePS2Uspencertiberiq,2017-03-26T21:35:03Z,22,69,91
101574832,gilP5rempic,2017-08-07T06:58:10Z,51,271,322
101591044,UjWg8ghmagazine,2016-06-04T02:35:50Z,1033,356,1389
101591044,Mhx-ghmagazineW6,2012-01-13T07:28:34Z,12,56,68
101591044, 1tghmagazineVq4X,2015-04-03T22:58:48Z,378,15,393
101604462,lhLoveMilkTea01N,2017-05-10T04:58:09Z,194,1088,1282
101604462,UhLoveMilkTeaY,2015-03-26T16:01:58Z,219,44,263
101604462,qJLoveMilkTea7UN,2017-03-03T15:58:21Z,980,326,1306
101604462,_LoveMilkTeapg,2016-02-24T10:03:53Z,1014,236,1250
101604462,ELoveMilkTea4,2015-01-26T12:35:04Z,28,166,194
101604462,ZCkkLoveMilkTeaGt,2012-07-06T23:46:21Z,7,23,30
